Animal,closure_reason,reason,location,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude
hawk,Case Closed. Closed date : 2019-09-27 21:47:09.65 Case Resolved Animal control officer Fabiano transported the hawk to the shelter at the time of the call.   Thank you!  ,Animal Issues,83 Ruggles St  Mission Hill  MA  02120,Roxbury,13,09,0904,83 Ruggles St,2120.0,42.33395664645276,-71.08684362683348
dog,Case Closed. Closed date : 2019-09-30 15:52:14.53 Case Resolved Animal Control Officer Egan transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,46 Corona St  Dorchester  MA  02124,Dorchester,8,Ward 15,1505,46 Corona St,2124.0,42.3013395401822,-71.06991059980722
dog,Case Closed. Closed date : 2019-09-27 23:06:39.98 Case Resolved Animal control officer Egan transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,213 Reservation Rd  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1812,213 Reservation Rd,2136.0,42.25320963314776,-71.13152084741239
bat,Case Closed. Closed date : 2019-09-27 23:04:08.547 Case Resolved The caller was unable to locate the bat  advised to contact a pest control company.   Thank you!  ,Animal Issues,74 Warrenton St  Boston  MA  02116,Downtown / Financial District,6,Ward 5,0501,74 Warrenton St,2116.0,42.3499524535588,-71.06616880949056
dog,Case Closed. Closed date : 2019-09-27 22:59:35.217 Case Resolved Animal control officer Egan transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,350 S Huntington Ave  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 10,1009,350 S Huntington Ave,2130.0,42.32276215076271,-71.11104301607821
dog,Case Closed. Closed date : 2019-09-27 22:56:01.09 Case Resolved Animal control officer Egan transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,137 Washington St  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1817,137 Washington St,2136.0,42.24464964793864,-71.12284083926222
dog,Case Closed. Closed date : 2019-09-30 20:34:11.157 Case Resolved Animal control officer Egan was unable to locate the dog at the time if call.   Thank you!  ,Animal Issues,188 W Selden St  Mattapan  MA  02126,Greater Mattapan,9,Ward 18,1801,188 W Selden St,2126.0,42.27463956868933,-71.08812070088682
dog,Case Closed. Closed date : 2019-09-27 22:48:41.75 Case Resolved Animal control officer Munroe transported the dog to the shelter at teh time fo the call.   Thank you! ,Animal Issues,6 Arcadia St  Dorchester  MA  02122,Dorchester,8,Ward 15,1508,6 Arcadia St,2122.0,42.30183952781192,-71.06052057816082
cat,Case Closed. Closed date : 2019-09-27 22:44:15.46 Case Resolved Animal control officer Munroe transported the cat to the shelter at the time of the call.   Thank you! ,Animal Issues,7 Kittredge Ct  Roslindale  MA  02131,Roslindale,10,Ward 18,1810,7 Kittredge Ct,2131.0,42.27866962951741,-71.13208079131178
dog,Case Closed. Closed date : 2019-09-30 15:54:39.007 Case Resolved Animal Control Officer Conroy responded to the location at the time of the call  the dog was gone on arrival.   Thank you!  ,Animal Issues,667-669 E Broadway  South Boston  MA  02127,South Boston / South Boston Waterfront,5,Ward 6,0605,667-669 E Broadway,2127.0,42.3354081394387,-71.0378597783705
dog,Case Closed. Closed date : 2019-09-27 22:06:54.06 Case Resolved Animal control officer Munroe transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,16 Logan Way  South Boston  MA  02127,South Boston / South Boston Waterfront,5,Ward 7,0707,16 Logan Way,2127.0,42.327079516225794,-71.05359050602974
dog,Case Closed. Closed date : 2019-09-27 22:03:58.06 Case Resolved Animal control officer Munroe transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,16 Logan Way  South Boston  MA  02127,South Boston / South Boston Waterfront,5,Ward 7,0707,16 Logan Way,2127.0,42.327079516225794,-71.05359050602974
dog,Case Closed. Closed date : 2019-09-27 22:19:42.153 Case Resolved Animal control officer Munroe responded to the location at the time of the call  the dog was gone on arrival.   Thank you!  ,Animal Issues,288 Fairmount Ave  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1816,288 Fairmount Ave,2136.0,42.24770961833149,-71.11294081467037
dog,Case Closed. Closed date : 2019-09-27 22:01:42.49 Case Resolved Animal control officer Munroe transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,26 Charles St  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1819,26 Charles St,2136.0,42.25059963492143,-71.13230085501175
hawk,Case Closed. Closed date : 2019-09-27 22:15:47.337 Case Resolved Animal control officer Munroe transported the hawk to Angell at the time of the call.   Thank you! ,Animal Issues,INTERSECTION of Boston University Brg & Soldiers Field Rd  Boston  MA  ,Allston / Brighton,15,22,2102,INTERSECTION Boston University Brg & Soldiers Field Rd,,42.35190344410069,-71.11076162587126
cat,Case Closed. Closed date : 2019-09-27 22:13:38.147 Case Resolved Animal control officer Munroe was unable to locate the cat at the time of the call.   Thank you! ,Animal Issues,61 Glenway St  Dorchester  MA  02121,Greater Mattapan,8,Ward 14,1406,61 Glenway St,2121.0,42.30048955917633,-71.083390632929
snake,Case Closed. Closed date : 2019-09-27 22:11:05.21 Case Resolved Animal control officer Munroe was unable to locate the snake at the time of the call.   Thank you!  ,Animal Issues,48 Coffey St  Dorchester  MA  02122,Dorchester,7,Ward 16,1610,48 Coffey St,2122.0,42.28916551215733,-71.04893358039172
dog,Case Closed. Closed date : 2018-12-27 15:40:21.63 Case Resolved Ms.  Lewis later advised she found her dog ,Animal Issues,18 Derry Rd  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1808,18 Derry Rd,2136.0,42.265789605146274,-71.1134607777769
dog,Case Closed. Closed date : 2019-10-01 14:32:42.387 Case Resolved Animal control officer Fabiano transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,125 Arborway   Jamaica Plain  MA  02130,Jamaica Plain,11,19,1907,125 Arborway ,2130.0,42.30744257984297,-71.12090582173096
dog,Case Closed. Closed date : 2019-10-01 14:30:58.307 Case Resolved Animal control officer Fabiano returned the dog to their owner at the time of the call.   Thank you! ,Animal Issues,10 Ellet St  Dorchester  MA  02122,Dorchester,8,Ward 15,1509,10 Ellet St,2122.0,42.30382952674836,-71.06007057248752
dog,Case Closed. Closed date : 2019-10-01 14:27:45.593 Case Resolved Animal control officer Munroe transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,15 Highgate St  Allston  MA  02134,Allston / Brighton,15,Ward 21,2104,15 Highgate St,2134.0,42.35517961629639,-71.13196061927265
cat,Case Closed. Closed date : 2019-09-30 20:56:14.943 Case Resolved Animal control officer Jones transported the cat to the shelter at the time of the call.   Thank you!  ,Animal Issues,254 Shawmut Ave  Roxbury  MA  02118,Roxbury,4,03,0307,254 Shawmut Ave,2118.0,42.343357660883285,-71.06827674770008
dog,Case Closed. Closed date : 2019-10-02 09:08:54.59 Case Resolved Animal control officer Egan transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,260 N Beacon St  Brighton  MA  02135,Allston / Brighton,15,Ward 22,2212,260 N Beacon St,2135.0,42.35636964206394,-71.15193066142776
dog,Case Closed. Closed date : 2019-10-02 08:51:49.9 Case Resolved Animal control officer Egan transported the dog to the shelter at the time of the call.   Thank you! ,Animal Issues,158 Putnam St  East Boston  MA  02128,East Boston,1,Ward 1,0110,158 Putnam St,2128.0,42.37748948381783,-71.03099034259638
dog,Case Closed. Closed date : 2019-01-05 21:34:12.99 Case Resolved Mr Fabrizio called back to state he found his dog ,Animal Issues,9 Greylock Rd  Allston  MA  02134,Allston / Brighton,15,Ward 21,2107,9 Greylock Rd,2134.0,42.35036962143851,-71.13537063756661
hawk,Case Closed. Closed date : 2019-10-01 20:48:31.02 Case Resolved Animal control officer Conroy was unable to locate the hawk at the time of the call.   Thank you!  ,Animal Issues,INTERSECTION of New Sudbury St & Congress St  Boston  MA  ,Downtown / Financial District,3,3,0306,INTERSECTION New Sudbury St & Congress St,,42.362471558056114,-71.05838751981983
dog,Case Closed. Closed date : 2019-01-07 18:38:31.97 Constituent called back stating she no long has dog with her.  ,Animal Issues,165 New England Ave  Dorchester  MA  02124,Dorchester,9,17,1705,165 New England Ave,2124.0,42.28870867329384,-71.07839968871893
dog,Case Closed. Closed date : 2019-10-02 10:08:41.327 Case Resolved The dog was returned to its owner at the time of the call.   Thank you!  ,Animal Issues,1 Cliffmont St  Roslindale  MA  02131,Roslindale,10,18,1809,1 Cliffmont St,2131.0,42.27749377548169,-71.12080726251122
dog,Case Closed. Closed date : 2019-10-02 10:05:57.817 Case Resolved Animal control officer Gillis transported the dog to the shelter at the time of the shelter.   Thank you! ,Animal Issues,38 Navarre St  Roslindale  MA  02131,Roslindale,10,Ward 18,1808,38 Navarre St,2131.0,42.27723960957408,-71.11726076050599
rabbit,Case Closed. Closed date : 2019-10-02 10:01:15.627 Case Resolved Animal control officer Gillis was unable to locate the rabbit at the time of the call  gone on arrival.   Thank you! ,Animal Issues,INTERSECTION of W Broadway & Foundry St  South Boston  MA  ,South Boston / South Boston Waterfront,5,6,0601,INTERSECTION W Broadway & Foundry St,,42.343410519432645,-71.05809945756221
dog,Case Closed. Closed date : 2019-10-02 09:57:03.07 Case Resolved Animal control officer Munroe transported the dog to the shelter at the time of the call.   Thank you!  ,Animal Issues,95 G St  South Boston  MA  02127,South Boston,5,07,0703,95 G St,2127.0,42.33285950449383,-71.04489047369646
bird,Case Closed. Closed date : 2019-10-02 10:42:33.127 Case Resolved Animal control officer Egan was unable to locate the bird at the time of the call.   Thank you! ,Animal Issues,300 A St  Boston  MA  02210,South Boston / South Boston Waterfront,5,Ward 6,0601,300 A St,2210.0,42.348569510097086,-71.05010045027568
dog,Case Closed. Closed date : 2019-10-02 10:28:15.863 Case Resolved Good Morning!   Animal control officer Fabiano transported the dog to the shelter at the time of the call.   Thank you!  ,Animal Issues,60 Goodale Rd  Mattapan  MA  02126,Greater Mattapan,9,Ward 14,1414,60 Goodale Rd,2126.0,42.283759575609736,-71.09418069382197
turkey,Case Closed. Closed date : 2019-10-03 14:41:10.84 Case Resolved Animal control officer Munroe transported the turkey to the shelter at the time of the call.   Thank you!  ,Animal Issues,19 Harvard Ave  Dorchester  MA  02121,Dorchester,8,Ward 14,1402,19 Harvard Ave,2121.0,42.29995954794648,-71.07529061569802
bird,Case Closed. Closed date : 2019-10-02 13:47:48.48 Case Resolved ACOnimal control officer Munroe released the bird at the time of the call.   Thank you! ,Animal Issues,442 Blue Hill Ave  Dorchester  MA  02121,Roxbury,13,Ward 14,1401,442 Blue Hill Ave,2121.0,42.30959132549344,-71.08223933323023
dog,Case Closed. Closed date : 2019-01-10 21:54:32.853 Case Noted Constituent found the owner of the dog  notified ISD on call. ,Animal Issues,69 Lyndhurst St  Dorchester  MA  02124,Dorchester,8,Ward 17,1706,69 Lyndhurst St,2124.0,42.29302953934359,-71.06855061570566
dog,Case Closed. Closed date : 2019-10-02 13:42:56.837 Case Resolved ACO Munroe transported the dog to the shelter.   Thank you!  ,Animal Issues,1884 Dorchester Ave  Dorchester  MA  02124,Dorchester,7,16,1606,1884 Dorchester Ave,2124.0,42.28648703427525,-71.06388035137601
cat,Case Closed. Closed date : 2019-10-03 18:01:59.743 Case Resolved Animal control officer Gillis transported the cat to the shelter for quarantine at the time of the call.   Thank  you! ,Animal Issues,147 Milton Ave  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1816,147 Milton Ave,2136.0,42.24920960704674,-71.1103308074192
cat,Case Closed. Closed date : 2019-10-03 17:08:47.743 Case Resolved Animal control officer Egan responded to the location at the time of the call and educated the caller. The cat was not injured but very healthy.   Thank you! ,Animal Issues,557 Dudley St  Dorchester  MA  02125,Roxbury,13,Ward 13,1302,557 Dudley St,2125.0,42.32118954198198,-71.07240056149081
dog,Case Closed. Closed date : 2019-10-03 14:55:24.57 Case Resolved The dog was returned to its owner at the time of the call.   Thank you! ,Animal Issues,40 Gibson St  Dorchester  MA  02122,Dorchester,7,16,1601,40 Gibson St,2122.0,42.29796989465436,-71.0592601792182
dog,Case Closed. Closed date : 2019-10-03 16:22:16.95 Case Resolved Animal control officer Gillis was unable to make contact with the dog at the time of the call.   Thank you! ,Animal Issues,132 Eustis St  Roxbury  MA  02119,Roxbury,13,Ward 8,0803,132 Eustis St,2119.0,42.328999548828726,-71.07808055682075
dog,Case Closed. Closed date : 2019-10-03 16:20:50.02 Case Resolved Animal control officer Jenner transported the dog to the shelter at the time of the call.   Thank you!  ,Animal Issues,INTERSECTION of Boylston St & Lamartine St  Jamaica Plain  MA  ,Jamaica Plain,11,19,1904,INTERSECTION Boylston St & Lamartine St,,42.31701885978502,-71.10490067435519
dog,Case Closed. Closed date : 2019-10-03 16:15:40.41 Case Resolved Animal control officer Jenner transported the dog to the shelter at the time of the call.   Thank you!  ,Animal Issues,15 Cranston St  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 19,1901,15 Cranston St,2130.0,42.32115959185312,-71.10968064547453
raccoon,Case Closed. Closed date : 2019-10-03 16:51:46.03 Case Resolved Animal control officer Fabiano transported the raccoon to the shelter at the time of the call.   Thank you! ,Animal Issues,288 Hyde Park Ave  Jamaica Plain  MA  02130,Jamaica Plain,10,Ward 19,1907,288 Hyde Park Ave,2130.0,42.29176960735846,-71.11765072925353
dog,Case Closed. Closed date : 2019-10-03 16:49:23.093 Case Resolved The dog was returned to its owner at the time of the call.   Thank you! ,Animal Issues,38 Mozart St  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 10,1007,38 Mozart St,2130.0,42.321429585632885,-71.10453063330606
dog,Case Closed. Closed date : 2019-10-03 16:41:33.427 Case Resolved Animal control officer Gillis transported t he dog to the shelter at the time of the call.   Thank you!   ,Animal Issues,12 Centervale Park  Dorchester  MA  02124,Dorchester,7,Ward 16,1601,12 Centervale Park,2124.0,42.29660953203945,-71.06333059619476
bird,Case Closed. Closed date : 2019-10-03 16:36:07.263 Case Resolved The caller released the bird  this call was cancelled.   Thank you!  ,Animal Issues,32 Forbes St  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 10,1009,32 Forbes St,2130.0,42.32154958862263,-71.10706063867113
goose,Case Closed. Closed date : 2019-10-04 18:39:30.44 Case Resolved Animal control officer Munroe was unable to locate the goose at the time of the call.   Thank you!  ,Animal Issues,INTERSECTION of Central Ave & River St  Mattapan  MA  ,Dorchester,7,17,1714,INTERSECTION Central Ave & River St,,42.27135918594981,-71.07361730000935
dog,Case Closed. Closed date : 2019-10-04 18:57:12.357 Case Resolved Animal control officer Jenner transported the dog to the animal shelter at the time of the call.   Thank you! ,Animal Issues,INTERSECTION of Ashmont St & Dorchester Ave  Dorchester  MA  ,Dorchester,7,16,1606,INTERSECTION Ashmont St & Dorchester Ave,,42.28575180860248,-71.06430909113477
hawk,Case Closed. Closed date : 2019-10-04 18:52:18.813 Case Resolved Animal control officer Gillis transported the hawk to the shelter at the time of the call.   Thank you!  ,Animal Issues,588 Bennington St  East Boston  MA  02128,East Boston,1,Ward 1,0111,588 Bennington St,2128.0,42.38332946672767,-71.01765030005416
coyote,Case Closed. Closed date : 2019-10-04 19:21:05.027 Case Resolved Good morning!   Animal control officer Munroe was not working at the time of this call. We have not been able to catch the coyote  Environmental police is also working on this matter.   Thank you! ,Animal Issues,189 Corey St  West Roxbury  MA  02132,West Roxbury,12,Ward 20,2018,189 Corey St,2132.0,42.28971966472765,-71.15857082608161
dog,Case Closed. Closed date : 2019-10-04 20:12:33.337 Case Resolved Animal control officer Munroe was unable to locate the dog at the time of the call.   Thank you! ,Animal Issues,190 Bowdoin St  Dorchester  MA  02121,Dorchester,8,Ward 15,1502,190 Bowdoin St,2121.0,42.30489953932279,-71.06921059038876
dog,Case Closed. Closed date : 2019-10-04 19:28:10.943 Case Resolved The dog was returned to its owner at the time of the call.   Thank you!  ,Animal Issues,14 E Springfield St  Roxbury  MA  02118,South End,6,Ward 8,0802,14 E Springfield St,2118.0,42.33661954477954,-71.07562053426584
dog,Case Closed. Closed date : 2019-10-04 20:05:32.82 Case Resolved The dog was returned to its owner at the time of the call.   Thank you!  ,Animal Issues,18 Spring St  West Roxbury  MA  02132,West Roxbury,12,Ward 20,2005,18 Spring St,2132.0,42.2777896701489,-71.16097085831814
